Diner Id,Restaurant Name,Restaurant Id,Visit Time,Covers,Review Score
1312254,Ubiquitous Chip Restaurant,7977,2016-10-23 18:15:00,6,NULL
1332861,Ox and Finch,5909,2016-10-07 19:00:00,2,NULL
1332861,Bella Napoli,7808,2016-10-28 18:15:00,3,NULL
1334335,Di Maggio's West End,3467,2016-10-14 18:45:00,4,NULL
1334335,The Anchor Line Bar and Grill,6214,2016-10-15 17:30:00,2,NULL
1357535,Cafe Gandolfi,6735,2016-10-22 19:30:00,2,NULL
1357535,Ubiquitous Chip Brasserie,7994,2016-10-21 19:30:00,2,NULL
1367543,Lebowskis South Side,8545,2016-10-07 18:15:00,4,NULL
1367543,Operetta Restaurant,5042,2016-10-25 12:00:00,2,NULL
1398616,Cup Merchant City,7547,2016-10-29 14:30:00,4,NULL
1398616,Cup Merchant City,7547,2016-10-29 15:30:00,4,NULL
1398616,Cup Merchant City,7547,2016-10-29 15:00:00,4,NULL
1404523,The Italian Caffè,6737,2016-10-06 18:15:00,2,5
1404523,The Italian Kitchen,6638,2016-10-13 18:15:00,2,NULL
1407731,Barolo Grill,3553,2016-10-08 17:45:00,3,NULL
1407731,Chaophraya Glasgow,4709,2016-10-29 14:30:00,2,NULL
1407969,Arisaig Restaurant,3146,2016-10-25 15:30:00,4,4.6
1407969,The Italian Caffè,6737,2016-10-26 14:30:00,2,NULL
1449369,The Anchor Line Bar and Grill,6214,2016-10-15 13:00:00,2,4.4
1449369,The Spiritualist,8037,2016-10-29 13:00:00,3,NULL
1469934,Operetta Restaurant,5042,2016-10-04 13:00:00,2,NULL
1469934,The Grand Hotel St Annes,5242,2016-10-29 20:15:00,2,NULL
1469934,Chaakoo Glasgow,8885,2016-10-21 19:00:00,2,NULL
1497580,The Spiritualist,8037,2016-10-20 19:15:00,2,4.8
1497580,Bar Soba City Centre,4755,2016-10-01 19:00:00,2,NULL
1497701,The Butterfly and The Pig,5130,2016-10-09 14:30:00,3,NULL
1497701,Stravaigin,7985,2016-10-20 18:45:00,3,NULL
1500867,Cail Bruich,6917,2016-10-01 13:30:00,2,NULL
1500867,WEST On The Corner,6858,2016-10-27 17:15:00,2,NULL
1514820,Amore Merchant City,5782,2016-10-14 17:45:00,6,NULL
1514820,Tony Macaroni Soar Intu Braehead,5905,2016-10-21 16:45:00,3,NULL
1514820,The Italian Kitchen,6638,2016-10-21 17:00:00,3,NULL
1527870,Cup Tea Lounge - Glasgow,5495,2016-10-29 09:30:00,2,NULL
1527870,Obu Pan Asian,6376,2016-10-22 18:30:00,3,NULL
1548997,Chaophraya Glasgow,4709,2016-10-14 17:15:00,2,NULL
1548997,The Anchor Line Bar and Grill,6214,2016-10-14 16:45:00,2,NULL
1557750,Grand Central Hotel Glasgow (Tempus),4392,2016-10-12 19:15:00,2,NULL
1557750,Grand Central Hotel Glasgow (Tempus),4392,2016-10-12 18:45:00,1,NULL
1557750,Grand Central Hotel Glasgow (Tempus),4392,2016-10-12 20:00:00,1,NULL
1557750,Grand Central Hotel Glasgow (Tempus),4392,2016-10-12 21:00:00,1,NULL
1557750,Grand Central Hotel Glasgow (Tempus),4392,2016-10-18 18:00:00,4,NULL
1584675,The Meat Bar,5086,2016-10-29 20:00:00,2,NULL
1584675,Topolabamba Glasgow,6163,2016-10-29 20:00:00,2,NULL
1584675,The Meat Bar,5086,2016-10-08 19:30:00,4,NULL
1609314,The Anchor Line Bar and Grill,6214,2016-10-09 17:45:00,6,NULL
1609314,The Butterfly and The Pig,5130,2016-10-23 14:00:00,2,NULL
1643214,Chaophraya Glasgow,4709,2016-10-26 20:00:00,2,NULL
1643214,Boclair House,8174,2016-10-21 20:00:00,2,NULL
1656414,Blythswood Square Salon,3859,2016-10-16 14:15:00,2,NULL
1656414,Ox and Finch,5909,2016-10-30 12:00:00,4,NULL
1661980,Carters Restaurant,7343,2016-10-08 21:00:00,2,NULL
1661980,Bavaria Brauhaus,7588,2016-10-07 18:15:00,4,NULL
1672269,The Italian Caffè,6737,2016-10-22 19:30:00,4,NULL
1672269,The Gannet,5234,2016-10-09 17:15:00,2,4.6
1672269,Ox and Finch,5909,2016-10-09 16:30:00,2,NULL
1672469,The Finnieston,6290,2016-10-08 20:00:00,4,NULL
1672469,Mother India Glasgow,3349,2016-10-08 20:00:00,4,NULL
1674579,Amarone Glasgow,3384,2016-10-20 12:30:00,4,2.8
1674579,Guy's Restaurant & Bar,3513,2016-10-24 12:30:00,4,NULL
1684231,Cail Bruich,6917,2016-10-08 12:30:00,2,NULL
1684231,Cail Bruich,6917,2016-10-01 20:00:00,8,NULL
1685248,La Vita George Square,6333,2016-10-07 18:00:00,2,NULL
1685248,Di Maggio's CITY CENTRE,3374,2016-10-07 18:15:00,2,NULL
1693904,Black Sheep Bistro,8287,2016-10-06 19:30:00,6,NULL
